"species","clim_model","sdm","area","perc_current","area_ratio"
"Catalpa bignonioides","ensemble_ssp245_2041","brt",2601398,91.54,1.28
"Catalpa bignonioides","ensemble_ssp245_2041","gam",1219525,27.51,0.61
"Catalpa bignonioides","ensemble_ssp245_2041","lasso",2044720,55.4,0.74
"Catalpa bignonioides","ensemble_ssp245_2041","maxent-tune",3286770,75.48,1.6
"Catalpa bignonioides","ensemble_ssp245_2041","rf",5031361,97.31,2
"Catalpa bignonioides","ensemble_ssp245_2071","brt",3115567,94.43,1.53
"Catalpa bignonioides","ensemble_ssp245_2071","gam",1487822,32.14,0.74
"Catalpa bignonioides","ensemble_ssp245_2071","lasso",2201397,53.35,0.8
"Catalpa bignonioides","ensemble_ssp245_2071","maxent-tune",3923225,78.51,1.91
"Catalpa bignonioides","ensemble_ssp245_2071","rf",6090633,97.67,2.42
"Catalpa bignonioides","ensemble_ssp370_2041","brt",2724112,92.82,1.34
"Catalpa bignonioides","ensemble_ssp370_2041","gam",1370652,30.82,0.68
"Catalpa bignonioides","ensemble_ssp370_2041","lasso",2081114,54.59,0.76
"Catalpa bignonioides","ensemble_ssp370_2041","maxent-tune",3523229,76.91,1.72
"Catalpa bignonioides","ensemble_ssp370_2041","rf",5291819,97.5,2.1
"Catalpa bignonioides","ensemble_ssp370_2071","brt",3681936,96.23,1.81
"Catalpa bignonioides","ensemble_ssp370_2071","gam",1717307,31.91,0.86
"Catalpa bignonioides","ensemble_ssp370_2071","lasso",2426683,48.91,0.88
"Catalpa bignonioides","ensemble_ssp370_2071","maxent-tune",5162552,78.49,2.51
"Catalpa bignonioides","ensemble_ssp370_2071","rf",7030276,97.46,2.79
"Cinnamomum camphora","current","brt",287011,NA,NA
"Cinnamomum camphora","current","gam",258166,NA,NA
"Cinnamomum camphora","current","lasso",298184,NA,NA
"Cinnamomum camphora","current","maxent-tune",251374,NA,NA
"Cinnamomum camphora","current","rf",308135,NA,NA
"Cinnamomum camphora","ensemble_ssp245_2041","brt",663945,93.25,2.31
"Cinnamomum camphora","ensemble_ssp245_2041","gam",876431,89.22,3.39
"Cinnamomum camphora","ensemble_ssp245_2041","lasso",401228,81.24,1.35
"Cinnamomum camphora","ensemble_ssp245_2041","maxent-tune",311450,87.28,1.24
"Cinnamomum camphora","ensemble_ssp245_2041","rf",810656,93.95,2.63
"Cinnamomum camphora","ensemble_ssp245_2071","brt",1129813,93.52,3.94
"Cinnamomum camphora","ensemble_ssp245_2071","gam",1078114,89.22,4.18
"Cinnamomum camphora","ensemble_ssp245_2071","lasso",406756,76.63,1.36
"Cinnamomum camphora","ensemble_ssp245_2071","maxent-tune",417635,85.81,1.66
"Cinnamomum camphora","ensemble_ssp245_2071","rf",1093034,94.24,3.55
"Cinnamomum camphora","ensemble_ssp370_2041","brt",659235,93.36,2.3
"Cinnamomum camphora","ensemble_ssp370_2041","gam",904237,89.22,3.5
"Cinnamomum camphora","ensemble_ssp370_2041","lasso",388525,77.88,1.3
"Cinnamomum camphora","ensemble_ssp370_2041","maxent-tune",311974,86.11,1.24
"Cinnamomum camphora","ensemble_ssp370_2041","rf",845524,93.93,2.74
"Cinnamomum camphora","ensemble_ssp370_2071","brt",1124193,92.53,3.92
"Cinnamomum camphora","ensemble_ssp370_2071","gam",1134415,90.11,4.39
"Cinnamomum camphora","ensemble_ssp370_2071","lasso",329496,63.76,1.11
"Cinnamomum camphora","ensemble_ssp370_2071","maxent-tune",461493,72.7,1.84
"Cinnamomum camphora","ensemble_ssp370_2071","rf",1253172,92.85,4.07
"Cydonia oblonga","current","brt",1059151,NA,NA
"Cydonia oblonga","current","gam",982989,NA,NA
"Cydonia oblonga","current","lasso",1338580,NA,NA
"Cydonia oblonga","current","maxent-tune",1501966,NA,NA
"Cydonia oblonga","current","rf",658784,NA,NA
"Cydonia oblonga","ensemble_ssp245_2041","brt",2206651,76.78,2.08
"Cydonia oblonga","ensemble_ssp245_2041","gam",1954615,71.34,1.99
"Cydonia oblonga","ensemble_ssp245_2041","lasso",3276023,73.02,2.45
"Cydonia oblonga","ensemble_ssp245_2041","maxent-tune",3469829,86.34,2.31
"Cydonia oblonga","ensemble_ssp245_2041","rf",1318296,65.04,2
"Cydonia oblonga","ensemble_ssp245_2071","brt",2749246,75,2.6
"Cydonia oblonga","ensemble_ssp245_2071","gam",2299047,66.04,2.34
"Cydonia oblonga","ensemble_ssp245_2071","lasso",4070073,69.79,3.04
"Cydonia oblonga","ensemble_ssp245_2071","maxent-tune",4251986,85.83,2.83
"Cydonia oblonga","ensemble_ssp245_2071","rf",1552327,61.54,2.36
"Cydonia oblonga","ensemble_ssp370_2041","brt",2429802,78.37,2.29
"Cydonia oblonga","ensemble_ssp370_2041","gam",2162305,72.7,2.2
"Cydonia oblonga","ensemble_ssp370_2041","lasso",3538806,71.98,2.64
"Cydonia oblonga","ensemble_ssp370_2041","maxent-tune",3578266,86.34,2.38
"Cydonia oblonga","ensemble_ssp370_2041","rf",1418813,65.65,2.15
"Cydonia oblonga","ensemble_ssp370_2071","brt",3990134,81.23,3.77
"Cydonia oblonga","ensemble_ssp370_2071","gam",3273920,77.87,3.33
"Cydonia oblonga","ensemble_ssp370_2071","lasso",5832868,69.76,4.36
"Cydonia oblonga","ensemble_ssp370_2071","maxent-tune",5333086,85.47,3.55
"Cydonia oblonga","ensemble_ssp370_2071","rf",1999965,47.4,3.04
"Fraxinus caroliniana","current","brt",146761,NA,NA
"Fraxinus caroliniana","current","gam",260445,NA,NA
"Fraxinus caroliniana","current","lasso",241142,NA,NA
"Fraxinus caroliniana","current","maxent-tune",268791,NA,NA
"Fraxinus caroliniana","current","rf",229133,NA,NA
"Fraxinus caroliniana","ensemble_ssp245_2041","brt",668365,96.84,4.55
"Fraxinus caroliniana","ensemble_ssp245_2041","gam",71484,25.15,0.27
"Fraxinus caroliniana","ensemble_ssp245_2041","lasso",370594,92.73,1.54
"Fraxinus caroliniana","ensemble_ssp245_2041","maxent-tune",77687,28.02,0.29
"Fraxinus caroliniana","ensemble_ssp245_2041","rf",942851,57.7,4.11
"Fraxinus caroliniana","ensemble_ssp245_2071","brt",1336868,96.76,9.11
"Fraxinus caroliniana","ensemble_ssp245_2071","gam",69626,22.19,0.27
"Fraxinus caroliniana","ensemble_ssp245_2071","lasso",559504,87.33,2.32
"Fraxinus caroliniana","ensemble_ssp245_2071","maxent-tune",64950,21.72,0.24
"Fraxinus caroliniana","ensemble_ssp245_2071","rf",1258210,57.96,5.49
"Fraxinus caroliniana","ensemble_ssp370_2041","brt",676294,96.58,4.61
"Fraxinus caroliniana","ensemble_ssp370_2041","gam",72295,25.51,0.28
"Fraxinus caroliniana","ensemble_ssp370_2041","lasso",358558,91.46,1.49
"Fraxinus caroliniana","ensemble_ssp370_2041","maxent-tune",72146,26.29,0.27
"Fraxinus caroliniana","ensemble_ssp370_2041","rf",984493,62.33,4.3
"Fraxinus caroliniana","ensemble_ssp370_2071","brt",1471313,95.26,10.03
"Fraxinus caroliniana","ensemble_ssp370_2071","gam",61742,20.2,0.24
"Fraxinus caroliniana","ensemble_ssp370_2071","lasso",196764,39.94,0.82
"Fraxinus caroliniana","ensemble_ssp370_2071","maxent-tune",11864,2.54,0.04
"Fraxinus caroliniana","ensemble_ssp370_2071","rf",1293208,70.98,5.64
"Fraxinus nigra","current","brt",510990,NA,NA
"Fraxinus nigra","current","gam",685745,NA,NA
"Fraxinus nigra","current","lasso",948120,NA,NA
"Fraxinus nigra","current","maxent-tune",449514,NA,NA
"Fraxinus nigra","current","rf",567157,NA,NA
"Fraxinus nigra","ensemble_ssp245_2041","brt",1525929,78.3,2.99
"Fraxinus nigra","ensemble_ssp245_2041","gam",715671,10.07,1.04
"Fraxinus nigra","ensemble_ssp245_2041","lasso",1735371,51.39,1.83
"Fraxinus nigra","ensemble_ssp245_2041","maxent-tune",1009926,12.45,2.25
"Fraxinus nigra","ensemble_ssp245_2041","rf",1229712,39.93,2.17
"Fraxinus nigra","ensemble_ssp245_2071","brt",2204182,69.89,4.31
"Fraxinus nigra","ensemble_ssp245_2071","gam",1644906,6.26,2.4
"Fraxinus nigra","ensemble_ssp245_2071","lasso",2232096,39.46,2.35
"Fraxinus nigra","ensemble_ssp245_2071","maxent-tune",1572883,4.64,3.5
"Fraxinus nigra","ensemble_ssp245_2071","rf",1563971,29.82,2.76
"Fraxinus nigra","ensemble_ssp370_2041","brt",1702940,77.27,3.33
"Fraxinus nigra","ensemble_ssp370_2041","gam",657192,7.25,0.96
"Fraxinus nigra","ensemble_ssp370_2041","lasso",1738326,47.73,1.83
"Fraxinus nigra","ensemble_ssp370_2041","maxent-tune",1053943,9.11,2.34
"Fraxinus nigra","ensemble_ssp370_2041","rf",1359608,36.17,2.4
"Fraxinus nigra","ensemble_ssp370_2071","brt",3072616,70.03,6.01
"Fraxinus nigra","ensemble_ssp370_2071","gam",1845700,5.22,2.69
"Fraxinus nigra","ensemble_ssp370_2071","lasso",2409617,20.56,2.54
"Fraxinus nigra","ensemble_ssp370_2071","maxent-tune",1964302,5.31,4.37
"Fraxinus nigra","ensemble_ssp370_2071","rf",1733735,43.45,3.06
"Lindera benzoin","current","brt",752198,NA,NA
"Lindera benzoin","current","gam",703167,NA,NA
"Lindera benzoin","current","lasso",906524,NA,NA
"Lindera benzoin","current","maxent-tune",847673,NA,NA
"Lindera benzoin","current","rf",746540,NA,NA
"Lindera benzoin","ensemble_ssp245_2041","brt",892926,52.44,1.19
"Lindera benzoin","ensemble_ssp245_2041","gam",350433,19.85,0.5
"Lindera benzoin","ensemble_ssp245_2041","lasso",621220,39.19,0.69
"Lindera benzoin","ensemble_ssp245_2041","maxent-tune",379851,27.9,0.45
"Lindera benzoin","ensemble_ssp245_2041","rf",1717033,86.67,2.3
"Lindera benzoin","ensemble_ssp245_2071","brt",1012976,42.82,1.35
"Lindera benzoin","ensemble_ssp245_2071","gam",1091863,13.58,1.55
"Lindera benzoin","ensemble_ssp245_2071","lasso",780324,33.19,0.86
"Lindera benzoin","ensemble_ssp245_2071","maxent-tune",403435,21.64,0.48
"Lindera benzoin","ensemble_ssp245_2071","rf",2119134,79.04,2.84
"Lindera benzoin","ensemble_ssp370_2041","brt",913609,49.54,1.21
"Lindera benzoin","ensemble_ssp370_2041","gam",332499,18,0.47
"Lindera benzoin","ensemble_ssp370_2041","lasso",641390,36.2,0.71
"Lindera benzoin","ensemble_ssp370_2041","maxent-tune",355870,23.99,0.42
"Lindera benzoin","ensemble_ssp370_2041","rf",1803273,84.76,2.42
"Lindera benzoin","ensemble_ssp370_2071","brt",1019256,31.53,1.36
"Lindera benzoin","ensemble_ssp370_2071","gam",988777,5.57,1.41
"Lindera benzoin","ensemble_ssp370_2071","lasso",648206,20.58,0.72
"Lindera benzoin","ensemble_ssp370_2071","maxent-tune",303952,10.29,0.36
"Lindera benzoin","ensemble_ssp370_2071","rf",2339100,68.72,3.13
"Liriodendron tulipifera","current","brt",718201,NA,NA
"Liriodendron tulipifera","current","gam",800992,NA,NA
"Liriodendron tulipifera","current","lasso",836138,NA,NA
"Liriodendron tulipifera","current","maxent-tune",872702,NA,NA
"Liriodendron tulipifera","current","rf",617190,NA,NA
"Liriodendron tulipifera","ensemble_ssp245_2041","brt",2469303,76.04,3.44
"Liriodendron tulipifera","ensemble_ssp245_2041","gam",1545621,36.58,1.93
"Liriodendron tulipifera","ensemble_ssp245_2041","lasso",1225600,57.84,1.47
"Liriodendron tulipifera","ensemble_ssp245_2041","maxent-tune",690163,54.69,0.79
"Liriodendron tulipifera","ensemble_ssp245_2041","rf",1059478,40.06,1.72
"Liriodendron tulipifera","ensemble_ssp245_2071","brt",2911561,82.66,4.05
"Liriodendron tulipifera","ensemble_ssp245_2071","gam",1954362,30.81,2.44
"Liriodendron tulipifera","ensemble_ssp245_2071","lasso",1297708,52.68,1.55
"Liriodendron tulipifera","ensemble_ssp245_2071","maxent-tune",695657,42.81,0.8
"Liriodendron tulipifera","ensemble_ssp245_2071","rf",1248042,46.47,2.02
"Liriodendron tulipifera","ensemble_ssp370_2041","brt",2619147,77.92,3.65
"Liriodendron tulipifera","ensemble_ssp370_2041","gam",1662223,36.31,2.08
"Liriodendron tulipifera","ensemble_ssp370_2041","lasso",1231767,54.99,1.47
"Liriodendron tulipifera","ensemble_ssp370_2041","maxent-tune",637961,48.21,0.73
"Liriodendron tulipifera","ensemble_ssp370_2041","rf",1231057,45.71,1.99
"Liriodendron tulipifera","ensemble_ssp370_2071","brt",3407182,90.14,4.74
"Liriodendron tulipifera","ensemble_ssp370_2071","gam",2925996,33.84,3.65
"Liriodendron tulipifera","ensemble_ssp370_2071","lasso",1403325,38.84,1.68
"Liriodendron tulipifera","ensemble_ssp370_2071","maxent-tune",494227,13.53,0.57
"Liriodendron tulipifera","ensemble_ssp370_2071","rf",1663562,62.1,2.7
"Magnolia acuminata","current","brt",331296,NA,NA
"Magnolia acuminata","current","gam",428225,NA,NA
"Magnolia acuminata","current","lasso",465489,NA,NA
"Magnolia acuminata","current","maxent-tune",315641,NA,NA
"Magnolia acuminata","current","rf",289303,NA,NA
"Magnolia acuminata","ensemble_ssp245_2041","brt",2594432,98.73,7.83
"Magnolia acuminata","ensemble_ssp245_2041","gam",1452978,90.89,3.39
"Magnolia acuminata","ensemble_ssp245_2041","lasso",2222956,98.51,4.78
"Magnolia acuminata","ensemble_ssp245_2041","maxent-tune",733702,64.94,2.32
"Magnolia acuminata","ensemble_ssp245_2041","rf",1356635,58.11,4.69
"Magnolia acuminata","ensemble_ssp245_2071","brt",3018096,98.69,9.11
"Magnolia acuminata","ensemble_ssp245_2071","gam",1406538,87.12,3.28
"Magnolia acuminata","ensemble_ssp245_2071","lasso",2565525,98.46,5.51
"Magnolia acuminata","ensemble_ssp245_2071","maxent-tune",866918,53.94,2.75
"Magnolia acuminata","ensemble_ssp245_2071","rf",1582346,58.8,5.47
"Magnolia acuminata","ensemble_ssp370_2041","brt",2667867,98.64,8.05
"Magnolia acuminata","ensemble_ssp370_2041","gam",1296838,87.41,3.03
"Magnolia acuminata","ensemble_ssp370_2041","lasso",2284312,98.46,4.91
"Magnolia acuminata","ensemble_ssp370_2041","maxent-tune",661951,55.1,2.1
"Magnolia acuminata","ensemble_ssp370_2041","rf",1410839,59.02,4.88
"Magnolia acuminata","ensemble_ssp370_2071","brt",3274383,98.72,9.88
"Magnolia acuminata","ensemble_ssp370_2071","gam",946418,70.28,2.21
"Magnolia acuminata","ensemble_ssp370_2071","lasso",2348469,95.14,5.05
"Magnolia acuminata","ensemble_ssp370_2071","maxent-tune",571367,43.39,1.81
"Magnolia acuminata","ensemble_ssp370_2071","rf",1814824,68.45,6.27
"Magnolia virginiana","current","brt",348322,NA,NA
"Magnolia virginiana","current","gam",572405,NA,NA
"Magnolia virginiana","current","lasso",588536,NA,NA
"Magnolia virginiana","current","maxent-tune",404565,NA,NA
"Magnolia virginiana","current","rf",417815,NA,NA
"Magnolia virginiana","ensemble_ssp245_2041","brt",2593815,94.22,7.45
"Magnolia virginiana","ensemble_ssp245_2041","gam",3056128,95.68,5.34
"Magnolia virginiana","ensemble_ssp245_2041","lasso",1133878,23.75,1.93
"Magnolia virginiana","ensemble_ssp245_2041","maxent-tune",291439,14.12,0.72
"Magnolia virginiana","ensemble_ssp245_2041","rf",1630670,67.61,3.9
"Magnolia virginiana","ensemble_ssp245_2071","brt",3752284,94.21,10.77
"Magnolia virginiana","ensemble_ssp245_2071","gam",4184833,95.88,7.31
"Magnolia virginiana","ensemble_ssp245_2071","lasso",1891611,21.71,3.21
"Magnolia virginiana","ensemble_ssp245_2071","maxent-tune",522937,18.84,1.29
"Magnolia virginiana","ensemble_ssp245_2071","rf",1936811,70.95,4.64
"Magnolia virginiana","ensemble_ssp370_2041","brt",2679232,93.94,7.69
"Magnolia virginiana","ensemble_ssp370_2041","gam",3084766,95.83,5.39
"Magnolia virginiana","ensemble_ssp370_2041","lasso",1195764,24.26,2.03
"Magnolia virginiana","ensemble_ssp370_2041","maxent-tune",332806,16.37,0.82
"Magnolia virginiana","ensemble_ssp370_2041","rf",1770170,70.36,4.24
"Magnolia virginiana","ensemble_ssp370_2071","brt",4170945,93.97,11.97
"Magnolia virginiana","ensemble_ssp370_2071","gam",4600366,95.87,8.04
"Magnolia virginiana","ensemble_ssp370_2071","lasso",2195989,21.17,3.73
"Magnolia virginiana","ensemble_ssp370_2071","maxent-tune",545421,25.76,1.35
"Magnolia virginiana","ensemble_ssp370_2071","rf",2458981,76.89,5.89
"Populus deltoides","current","brt",1137343,NA,NA
"Populus deltoides","current","gam",1470153,NA,NA
"Populus deltoides","current","lasso",2263071,NA,NA
"Populus deltoides","current","maxent-tune",1953785,NA,NA
"Populus deltoides","current","rf",1181982,NA,NA
"Populus deltoides","ensemble_ssp245_2041","brt",5559738,90.39,4.89
"Populus deltoides","ensemble_ssp245_2041","gam",3063569,41.79,2.08
"Populus deltoides","ensemble_ssp245_2041","lasso",6172568,91.57,2.73
"Populus deltoides","ensemble_ssp245_2041","maxent-tune",5090053,89.56,2.61
"Populus deltoides","ensemble_ssp245_2041","rf",2503261,53.49,2.12
"Populus deltoides","ensemble_ssp245_2071","brt",7684688,92.11,6.76
"Populus deltoides","ensemble_ssp245_2071","gam",4128986,44.28,2.81
"Populus deltoides","ensemble_ssp245_2071","lasso",7874175,88.85,3.48
"Populus deltoides","ensemble_ssp245_2071","maxent-tune",5692143,89.8,2.91
"Populus deltoides","ensemble_ssp245_2071","rf",3663624,54.75,3.1
"Populus deltoides","ensemble_ssp370_2041","brt",6133251,92.08,5.39
"Populus deltoides","ensemble_ssp370_2041","gam",3124679,43.07,2.13
"Populus deltoides","ensemble_ssp370_2041","lasso",6575398,90.56,2.91
"Populus deltoides","ensemble_ssp370_2041","maxent-tune",5278173,89.94,2.7
"Populus deltoides","ensemble_ssp370_2041","rf",2763164,55.91,2.34
"Populus deltoides","ensemble_ssp370_2071","brt",10138341,96.62,8.91
"Populus deltoides","ensemble_ssp370_2071","gam",5435107,50.81,3.7
"Populus deltoides","ensemble_ssp370_2071","lasso",8865891,80.97,3.92
"Populus deltoides","ensemble_ssp370_2071","maxent-tune",7021265,88.75,3.59
"Populus deltoides","ensemble_ssp370_2071","rf",4722894,58.05,4
"Prunus americana","current","brt",1226824,NA,NA
"Prunus americana","current","gam",842103,NA,NA
"Prunus americana","current","lasso",2350294,NA,NA
"Prunus americana","current","maxent-tune",1825010,NA,NA
"Prunus americana","current","rf",865065,NA,NA
"Prunus americana","ensemble_ssp245_2041","brt",5024604,92.79,4.1
"Prunus americana","ensemble_ssp245_2041","gam",2458202,62.41,2.92
"Prunus americana","ensemble_ssp245_2041","lasso",2030382,28.87,0.86
"Prunus americana","ensemble_ssp245_2041","maxent-tune",2739109,54.72,1.5
"Prunus americana","ensemble_ssp245_2041","rf",1535524,28.01,1.78
"Prunus americana","ensemble_ssp245_2071","brt",6426057,93.32,5.24
"Prunus americana","ensemble_ssp245_2071","gam",3311620,58,3.93
"Prunus americana","ensemble_ssp245_2071","lasso",3189336,23.78,1.36
"Prunus americana","ensemble_ssp245_2071","maxent-tune",3183088,43.44,1.74
"Prunus americana","ensemble_ssp245_2071","rf",2125727,24.33,2.46
"Prunus americana","ensemble_ssp370_2041","brt",5213152,93.54,4.25
"Prunus americana","ensemble_ssp370_2041","gam",2495053,58.64,2.96
"Prunus americana","ensemble_ssp370_2041","lasso",1961538,26.13,0.83
"Prunus americana","ensemble_ssp370_2041","maxent-tune",2671757,49.26,1.46
"Prunus americana","ensemble_ssp370_2041","rf",1577752,27.38,1.82
"Prunus americana","ensemble_ssp370_2071","brt",7346316,93.91,5.99
"Prunus americana","ensemble_ssp370_2071","gam",4042039,46.21,4.8
"Prunus americana","ensemble_ssp370_2071","lasso",3451865,15.62,1.47
"Prunus americana","ensemble_ssp370_2071","maxent-tune",3501286,22.84,1.92
"Prunus americana","ensemble_ssp370_2071","rf",2360040,20.87,2.73
"Prunus domestica","current","brt",2082860,NA,NA
"Prunus domestica","current","gam",1642203,NA,NA
"Prunus domestica","current","lasso",1997100,NA,NA
"Prunus domestica","current","maxent-tune",1034717,NA,NA
"Prunus domestica","current","rf",1021515,NA,NA
"Prunus domestica","ensemble_ssp245_2041","brt",4415719,72.95,2.12
"Prunus domestica","ensemble_ssp245_2041","gam",3587068,85.69,2.18
"Prunus domestica","ensemble_ssp245_2041","lasso",4011389,83.84,2.01
"Prunus domestica","ensemble_ssp245_2041","maxent-tune",4770162,91.42,4.61
"Prunus domestica","ensemble_ssp245_2041","rf",2376198,42.63,2.33
"Prunus domestica","ensemble_ssp245_2071","brt",5348931,72.03,2.57
"Prunus domestica","ensemble_ssp245_2071","gam",4305607,84.3,2.62
"Prunus domestica","ensemble_ssp245_2071","lasso",4311884,79.26,2.16
"Prunus domestica","ensemble_ssp245_2071","maxent-tune",5751202,88.94,5.56
"Prunus domestica","ensemble_ssp245_2071","rf",2706020,38.9,2.65
"Prunus domestica","ensemble_ssp370_2041","brt",4798678,73.46,2.3
"Prunus domestica","ensemble_ssp370_2041","gam",3798511,83.26,2.31
"Prunus domestica","ensemble_ssp370_2041","lasso",4138994,81.35,2.07
"Prunus domestica","ensemble_ssp370_2041","maxent-tune",5152826,89.58,4.98
"Prunus domestica","ensemble_ssp370_2041","rf",2480708,42.1,2.43
"Prunus domestica","ensemble_ssp370_2071","brt",6877584,77.55,3.3
"Prunus domestica","ensemble_ssp370_2071","gam",5780885,82.02,3.52
"Prunus domestica","ensemble_ssp370_2071","lasso",5094459,75.22,2.55
"Prunus domestica","ensemble_ssp370_2071","maxent-tune",7619468,86.39,7.36
"Prunus domestica","ensemble_ssp370_2071","rf",3765606,34.15,3.69
